address,file_offset,name,body_bytes,instructions,decompiled,warnings,status,source,native_symbol,name_confidence,name_evidence
0800b0,0000b0,egs52_register_sequence_0800b0,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0800b4,0000b4,egs52_register_sequence_0800b4,4,1,true,0,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0800b8,0000b8,egs52_register_sequence_0800b8,4,1,true,40,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0800bc,0000bc,egs52_register_sequence_0800bc,4,1,true,2,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0800c0,0000c0,egs52_register_sequence_0800c0,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0800c4,0000c4,egs52_register_sequence_0800c4,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0800c8,0000c8,egs52_register_sequence_0800c8,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0800cc,0000cc,egs52_register_sequence_0800cc,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0800d0,0000d0,egs52_register_sequence_0800d0,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0800d4,0000d4,egs52_register_sequence_0800d4,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0800d8,0000d8,egs52_register_sequence_0800d8,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0800dc,0000dc,egs52_register_sequence_0800dc,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0800e0,0000e0,egs52_register_sequence_0800e0,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0800e4,0000e4,egs52_register_sequence_0800e4,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0800e8,0000e8,egs52_register_sequence_0800e8,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0800ec,0000ec,egs52_register_sequence_0800ec,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0800f0,0000f0,egs52_register_sequence_0800f0,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0800f4,0000f4,egs52_register_sequence_0800f4,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0800f8,0000f8,egs52_register_sequence_0800f8,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0800fc,0000fc,egs52_register_sequence_0800fc,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
080100,000100,egs52_register_sequence_080100,4,1,true,8,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
080104,000104,egs52_register_sequence_080104,4,1,true,0,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
080108,000108,egs52_register_sequence_080108,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
08010c,00010c,egs52_register_sequence_08010c,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
080110,000110,egs52_register_sequence_080110,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
080114,000114,egs52_register_sequence_080114,4,1,true,78,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
080118,000118,egs52_register_sequence_080118,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
08011c,00011c,egs52_register_sequence_08011c,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
080120,000120,egs52_register_sequence_080120,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
080124,000124,egs52_register_sequence_080124,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
080128,000128,egs52_register_sequence_080128,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
08012c,00012c,egs52_register_sequence_08012c,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
080130,000130,egs52_register_sequence_080130,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
080134,000134,egs52_register_sequence_080134,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
080138,000138,egs52_register_sequence_080138,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
08013c,00013c,egs52_register_sequence_08013c,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
080140,000140,egs52_register_sequence_080140,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
080144,000144,egs52_register_sequence_080144,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
080148,000148,egs52_register_sequence_080148,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
08014c,00014c,egs52_register_sequence_08014c,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
080150,000150,egs52_register_sequence_080150,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
080154,000154,egs52_register_sequence_080154,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
080158,000158,egs52_register_sequence_080158,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
08015c,00015c,egs52_register_sequence_08015c,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
080160,000160,egs52_register_sequence_080160,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
080164,000164,egs52_register_sequence_080164,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
080168,000168,egs52_register_sequence_080168,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
08016c,00016c,egs52_register_sequence_08016c,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
080170,000170,egs52_register_sequence_080170,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
080174,000174,egs52_register_sequence_080174,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
080178,000178,egs52_register_sequence_080178,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
08017c,00017c,egs52_register_sequence_08017c,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
080180,000180,egs52_register_sequence_080180,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
080184,000184,egs52_register_sequence_080184,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
080188,000188,egs52_register_sequence_080188,4,1,true,5,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
08018c,00018c,egs52_register_sequence_08018c,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
080190,000190,egs52_register_sequence_080190,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
080194,000194,egs52_register_sequence_080194,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
080198,000198,egs52_register_sequence_080198,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
08019c,00019c,egs52_register_sequence_08019c,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0801a0,0001a0,egs52_register_sequence_0801a0,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0801a4,0001a4,egs52_register_sequence_0801a4,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0801a8,0001a8,egs52_register_sequence_0801a8,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0801ac,0001ac,egs52_register_sequence_0801ac,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0801b0,0001b0,egs52_register_sequence_0801b0,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0801b4,0001b4,egs52_register_sequence_0801b4,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0801b8,0001b8,egs52_register_sequence_0801b8,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0801bc,0001bc,egs52_register_sequence_0801bc,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0801c0,0001c0,egs52_register_sequence_0801c0,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0801c4,0001c4,egs52_register_sequence_0801c4,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0801c8,0001c8,egs52_register_sequence_0801c8,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0801cc,0001cc,egs52_register_sequence_0801cc,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0801d0,0001d0,egs52_register_sequence_0801d0,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0801d4,0001d4,egs52_register_sequence_0801d4,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0801d8,0001d8,egs52_register_sequence_0801d8,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0801dc,0001dc,egs52_register_sequence_0801dc,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0801e0,0001e0,egs52_register_sequence_0801e0,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0801e4,0001e4,egs52_register_sequence_0801e4,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0801e8,0001e8,egs52_register_sequence_0801e8,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0801ec,0001ec,egs52_register_sequence_0801ec,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0801f0,0001f0,egs52_register_sequence_0801f0,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0801f4,0001f4,egs52_register_sequence_0801f4,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0801f8,0001f8,egs52_register_sequence_0801f8,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0801fc,0001fc,egs52_register_sequence_0801fc,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
0805d0,0005d0,egs52_reset_startup,1020,385,true,57,withheld,,,observed,Reset vector target; CP/DPP/bus/stack/watchdog initialization
080960,000960,egs52_update_near_fdee_080960,450,157,true,36,withheld,,,structural,Instruction destination near addresses fdee;f3e6;f3ec;f3ea
080b22,000b22,egs52_update_near_fdee_080b22,248,85,true,13,withheld,,,structural,Instruction destination near addresses fdee;f3e6
080c1a,000c1a,egs52_update_near_f3e6_080c1a,22,6,true,4,decompiled_unverified,functions/080c1a_egs52_update_near_f3e6_080c1a.c,,structural,Instruction destination near addresses f3e6;f3e8;f3ea;f3ec
080c30,000c30,egs52_update_near_f3e6_080c30,26,9,true,2,decompiled_unverified,functions/080c30_egs52_update_near_f3e6_080c30.c,,structural,Instruction destination near addresses f3e6;f3e8
080c4a,000c4a,egs52_update_near_f3f8_080c4a,788,233,true,118,decompiled_unverified,functions/080c4a_egs52_update_near_f3f8_080c4a.c,,structural,Instruction destination near addresses f3f8;f5c4;f5c6;f5bc;f597;f5c0;f5c2;f5ba;f618;f5c8;f5ca;f5be;f619
080f5e,000f5e,egs52_transform_far_memory_080f5e,50,22,true,6,decompiled_unverified,functions/080f5e_egs52_transform_far_memory_080f5e.c,,structural,Indirect non-R0 memory destinations in decoded instructions
080f90,000f90,egs52_call_081058_080f90,200,72,true,8,decompiled_unverified,functions/080f90_egs52_call_081058_080f90.c,,structural,Direct call targets 081058;0810cc
081058,001058,egs52_transform_far_memory_081058,116,58,true,4,decompiled_unverified,functions/081058_egs52_transform_far_memory_081058.c,,structural,Indirect non-R0 memory destinations in decoded instructions
0810cc,0010cc,egs52_register_arithmetic_0810cc,48,22,true,2,decompiled_unverified,functions/0810cc_egs52_register_arithmetic_0810cc.c,,structural,Register-level instruction sequence; higher-level role unresolved
0810fc,0010fc,egs52_register_sequence_0810fc,48,17,true,2,decompiled_unverified,functions/0810fc_egs52_register_sequence_0810fc.c,,structural,Register-level instruction sequence; higher-level role unresolved
08112c,00112c,egs52_register_sequence_08112c,48,17,true,2,decompiled_unverified,functions/08112c_egs52_register_sequence_08112c.c,,structural,Register-level instruction sequence; higher-level role unresolved
08115c,00115c,egs52_update_near_f3fe_08115c,396,118,true,25,decompiled_unverified,functions/08115c_egs52_update_near_f3fe_08115c.c,,structural,Instruction destination near addresses f3fe;f3ff;f400;f401;f615
0812e8,0012e8,egs52_update_near_f406_0812e8,76,25,true,9,decompiled_unverified,functions/0812e8_egs52_update_near_f406_0812e8.c,,structural,Instruction destination near addresses f406
081334,001334,egs52_update_near_f3fe_081334,502,157,true,66,withheld,,,structural,Instruction destination near addresses f3fe;f3ff;f400;f401;f5d0;fdee;f617;f5d2;f3f0;f3f4;f5cc;f5ce;f3ec
08152a,00152a,egs52_update_near_f3fe_08152a,90,27,true,12,decompiled_unverified,functions/08152a_egs52_update_near_f3fe_08152a.c,,structural,Instruction destination near addresses f3fe;f3ff;f400;f401;f406
081584,001584,egs52_update_near_f3fe_081584,422,133,true,23,decompiled_unverified,functions/081584_egs52_update_near_f3fe_081584.c,,structural,Instruction destination near addresses f3fe;f3ff;f400;f401;f615
08172a,00172a,egs52_update_near_f615_08172a,772,281,true,38,decompiled_unverified,functions/08172a_egs52_update_near_f615_08172a.c,,structural,Instruction destination near addresses f615
081a2e,001a2e,egs52_update_near_f406_081a2e,20,6,true,4,decompiled_unverified,functions/081a2e_egs52_update_near_f406_081a2e.c,,structural,Instruction destination near addresses f406;f403;f615;f405
081a42,001a42,egs52_compute_from_near_fdee_081a42,80,36,true,3,withheld,,,structural,Instruction source near addresses fdee
081a92,001a92,egs52_transform_memory_081a92,18,7,true,1,decompiled_unverified,functions/081a92_egs52_transform_memory_081a92.c,,structural,Indirect non-R0 memory destinations in decoded instructions
081aa4,001aa4,egs52_update_near_f615_081aa4,76,28,true,4,decompiled_unverified,functions/081aa4_egs52_update_near_f615_081aa4.c,,structural,Instruction destination near addresses f615;fdee
081af0,001af0,egs52_register_sequence_081af0,4,2,true,1,decompiled_unverified,functions/081af0_egs52_register_sequence_081af0.c,,structural,Register-level instruction sequence; higher-level role unresolved
081af4,001af4,egs52_register_sequence_081af4,4,2,true,1,decompiled_unverified,functions/081af4_egs52_register_sequence_081af4.c,,structural,Register-level instruction sequence; higher-level role unresolved
081b00,001b00,egs52_register_sequence_081b00,4,2,true,1,decompiled_unverified,functions/081b00_egs52_register_sequence_081b00.c,,structural,Register-level instruction sequence; higher-level role unresolved
081b04,001b04,egs52_register_sequence_081b04,4,2,true,1,decompiled_unverified,functions/081b04_egs52_register_sequence_081b04.c,,structural,Register-level instruction sequence; higher-level role unresolved
081d84,001d84,egs52_update_near_f402_081d84,44,14,true,7,decompiled_unverified,functions/081d84_egs52_update_near_f402_081d84.c,,structural,Instruction destination near addresses f402;f5b4
081db0,001db0,egs52_update_near_fdee_081db0,364,111,true,42,decompiled_unverified,functions/081db0_egs52_update_near_fdee_081db0.c,,structural,Instruction destination near addresses fdee;f1ce;f1c6;f1c2;f1d2;f5ae;f5a6;f5a8;f5aa;f5ac;f5b0;f3f8;f572;f45e;f5b2;f18e;f186
081f1e,001f1e,egs52_register_sequence_081f1e,18,5,true,0,decompiled_unverified,functions/081f1e_egs52_register_sequence_081f1e.c,,structural,Register-level instruction sequence; higher-level role unresolved
081f30,001f30,egs52_register_sequence_081f30,10,3,true,0,decompiled_unverified,functions/081f30_egs52_register_sequence_081f30.c,,structural,Register-level instruction sequence; higher-level role unresolved
081f3a,001f3a,egs52_register_sequence_081f3a,2,1,true,0,decompiled_unverified,functions/081f3a_egs52_register_sequence_081f3a.c,,structural,Register-level instruction sequence; higher-level role unresolved
081f3c,001f3c,egs52_update_near_fdea_081f3c,1096,324,true,108,decompiled_unverified,functions/081f3c_egs52_update_near_fdea_081f3c.c,,structural,Instruction destination near addresses fdea;fdec;f582;f594;f595;f581;f462;f464;f46b;f46c;f466;f57e;f460;f5b2;f469;f46f;f46e;f572;f454;f456;f444;f46a
082384,002384,egs52_call_08244a_082384,14,4,true,0,decompiled_unverified,functions/082384_egs52_call_08244a_082384.c,,structural,Direct call targets 08244a;082392;081a2e
082392,002392,egs52_update_near_f57f_082392,184,52,true,26,decompiled_unverified,functions/082392_egs52_update_near_f57f_082392.c,,structural,Instruction destination near addresses f57f;f594;f595;f580;fdea;fdec;f460;f462;f464;f468;f572;f5b0;f574;f576;f578;f57c;f5b2;f57e;fde8;f5a0
08244a,00244a,egs52_update_near_f1c6_08244a,40,13,true,3,decompiled_unverified,functions/08244a_egs52_update_near_f1c6_08244a.c,,structural,Instruction destination near addresses f1c6
082472,002472,egs52_update_near_f594_082472,86,35,true,6,decompiled_unverified,functions/082472_egs52_update_near_f594_082472.c,,structural,Instruction destination near addresses f594;f595
0824c8,0024c8,egs52_update_near_f581_0824c8,546,214,true,47,withheld,,,structural,Instruction destination near addresses f581;f590
0826ea,0026ea,egs52_call_082900_0826ea,6,2,true,0,decompiled_unverified,functions/0826ea_egs52_call_082900_0826ea.c,,structural,Direct call targets 082900
0826f0,0026f0,egs52_call_082900_0826f0,6,2,true,0,decompiled_unverified,functions/0826f0_egs52_call_082900_0826f0.c,,structural,Direct call targets 082900
0826f6,0026f6,egs52_update_near_fdea_0826f6,46,17,true,6,decompiled_unverified,functions/0826f6_egs52_update_near_fdea_0826f6.c,,structural,Instruction destination near addresses fdea;fdec;f5b2
082724,002724,egs52_call_0829c6_082724,6,2,true,0,decompiled_unverified,functions/082724_egs52_call_0829c6_082724.c,,structural,Direct call targets 0829c6
08272c,00272c,egs52_update_near_f471_08272c,96,27,true,17,decompiled_unverified,functions/08272c_egs52_update_near_f471_08272c.c,,structural,Instruction destination near addresses f471;f46c;f46d;fdea;f460;f46e;f46f
08278c,00278c,egs52_update_near_f471_08278c,90,26,true,14,decompiled_unverified,functions/08278c_egs52_update_near_f471_08278c.c,,structural,Instruction destination near addresses f471;f46d;f470;fdea;f460;f46e;f46f
0827e6,0027e6,egs52_update_near_f460_0827e6,282,85,true,45,decompiled_unverified,functions/0827e6_egs52_update_near_f460_0827e6.c,,structural,Instruction destination near addresses f460;f464;f57e;fdea;f5b2;f57c;f574;f576;f578;f57d;f584
082900,002900,egs52_update_near_fdea_082900,138,45,true,21,decompiled_unverified,functions/082900_egs52_update_near_fdea_082900.c,,structural,Instruction destination near addresses fdea;f572;f5b2;f582;fde8;f469;f456;f454;f462;f464;fdec
08298a,00298a,egs52_update_near_f456_08298a,60,17,true,10,decompiled_unverified,functions/08298a_egs52_update_near_f456_08298a.c,,structural,Instruction destination near addresses f456;f454;f45a;f458;f40e;f410
0829c6,0029c6,egs52_update_near_f5b2_0829c6,58,17,true,11,decompiled_unverified,functions/0829c6_egs52_update_near_f5b2_0829c6.c,,structural,Instruction destination near addresses f5b2;f572;f456;f469;f464;f444
082a00,002a00,egs52_update_near_f581_082a00,276,97,true,20,decompiled_unverified,functions/082a00_egs52_update_near_f581_082a00.c,,structural,Instruction destination near addresses f581;fdec
082b14,002b14,egs52_update_near_f581_082b14,60,22,true,5,decompiled_unverified,functions/082b14_egs52_update_near_f581_082b14.c,,structural,Instruction destination near addresses f581
082b50,002b50,egs52_boot_service_31,956,292,true,106,decompiled_unverified,functions/082b50_egs52_boot_service_31.c,,observed,Callback in boot dispatch record at 0802bc; service byte 31
082f0c,002f0c,egs52_boot_service_3b,288,84,true,30,decompiled_unverified,functions/082f0c_egs52_boot_service_3b.c,,observed,Callback in boot dispatch record at 0802dc; service byte 3b
08302c,00302c,egs52_boot_service_ba,10,3,true,1,decompiled_unverified,functions/08302c_egs52_boot_service_ba.c,,observed,Callback in boot dispatch record at 08030c; service byte ba
083036,003036,egs52_boot_service_bb,10,3,true,1,decompiled_unverified,functions/083036_egs52_boot_service_bb.c,,observed,Callback in boot dispatch record at 080314; service byte bb
